name_of_law_firm ,address,location, no_of_partners,phone,website_url
"Dickenson Peatman & Fogarty, PC",1455 First Street Suite 301,"Napa, California 94559",10,707-261-7000,http://www.dpf-law.com/
"Dickie, McCamey & Chilcote, P.C.","Two PPG Place, Suite 400","Pittsburgh, Pennsylvania 15222-5402",136,412-281-7272,http://www.dmclaw.com
Dickinson Bradshaw Fowler & Hagen PC,"699 Walnut Street, Suite 1600","Des Moines, Iowa 50309",39,515-244-2600,http://www.dickinsonlaw.com/
Dickinson & Gibbons PA,"401 North Cattleman Road, Suite 300","Sarasota, Florida 34232",11,941-366-4680,http://www.dglawyers.com/
Dickinson Wright PLLC,"2600 W. Big Beaver Rd., Suite 300","Troy, Michigan 48084-3312",307,248-433-7200,http://www.dickinson-wright.com/
Dickson Frohlich Phillips Burgess,"2101 4th Avenue, #700","Seattle, Washington 98121",12,206-621-1110,http://dicksonlegal.com
Dick & Wagner,797 University Ave,"Sacramento, California 95825",,916-920-9504,http://www.dwfamlaw.com/
Diepenbrock Elkin Dauer McCandless LLP,555 University Avenue Suite 200,"Sacramento, California 95825",4,916-492-5000,http://diepenbrock.com
Dietze & Davis PC,2060 Broadway #400,"Boulder, Colorado 80302",15,303-447-1375,http://dietzedavis.com
"Dietz, Gilmor & Chazen","3333 Concours Street, Building 7, 2nd Floor","Ontario, California 91764",16,909-579-0009,http://dgcattorneys.com/
DiFrancesco Bateman Kunzman Davis Lehrer & Flaum PC,15 Mountain Boulevard,"Warren, New Jersey 07059",16,908-757-7800,http://newjerseylaw.net/
Dillard Sellers,"1776 Peachtree Street, NE Suite 415-South","Atlanta, Georgia 30309",,678-705-1084,https://dillardsellers.com/
"Dill Dill Carr Stonbraker & Hutchings, PC",455 Sherman Street Suite 300,"Denver, Colorado 80203-8020",14,303-777-3737,http://dillanddill.com/
"Dillingham & Murphy, LLP","155 Sansome Street, Suite 700","San Francisco, California 94111",4,415-397-2700,http://dillinghammurphy.com
"Dillon Mccandless King Coulter & Graham, LLP",128 West Cunningham Street,"Butler, Pennsylvania 16001",9,724-283-2200,http://dmkcg.com/
Dillon Miller Ahuja & Boss LLP,5872 Owens Avenue #200,"Carlsbad, California 92008",7,858-587-1800,http://dmalaw.com
"Dilworth & Barrese, LLP",1000 Woodbury Rd Ste 405,"Woodbury, New York 11797",5,516-228-8484,http://dilworthbarrese.com
Dilworth Paxson LLP,1500 Market St. 3500E,"Philadelphia, Pennsylvania 19102",82,215-575-7000,http://www.dilworthlaw.com
"Dingess, Foster, Luciana, Davidson & Chleboski LLP",Pnc Center 20 Stanwix St 3rd Fl,"Pittsburgh, Pennsylvania 15222-1522",7,412-926-1800,http://dfllegal.com
Dinn Hochman & Potter LLC,"5910 Landerbrook Drive, Suite 200","Cleveland, Ohio 44124",6,440-446-1100,http://dhplaw.com
DiNovo Price LLP,7000 North MoPac Expressway Suite 350,"Austin, Texas 78731",,512-539-2626,https://www.dinovoprice.com/
"Dinse, Knapp & McAndrew, PC",209 Battery Street,"Burlington, Vermont 05402-0988",20,802-864-5751,http://www.dinse.com/
Dinsmore & Shohl LLP,"255 East Fifth Street, Suite 1900","Cincinnati, Ohio 45202",381,513-977-8200,http://www.dinsmore.com/
Dischell Bartle & Dooley PC,"1800 Pennbrook Parkway
Suite 200","Lansdale, Pennsylvania 19446",6,215-362-2474,https://dbdlaw.com/
Diserio Martin O Connor & Castiglioni LLP,"1010 Washington Blvd., Suite 800","Stamford, Connecticut 06901",16,203-358-0800,http://diseriomartin.com/
Ditthavong & Steiner PC,"44 Canal Center Plaza
Suite 305","Alexandria, Virginia 22314",5,703-519-9951,http://dcpatent.com
Djuric Spratt PA,191 Peachtree Street NE #4400,"Atlanta, Georgia 30303",6,404-523-8337,https://djuricspratt.com
DKM Law Group,"535 Pacific Avenue, Ste. 101;","San Francisco, California 94133",4,415-421-1100,http://dkmlawgroup.com
DKM&O,11 South Dunton Avenue,"Arlington Heights, Illinois 60005",6,847-577-2227,http://dkmolaw.com
DLA Piper,1251 Ave of the Americas,"New York, New York 10020-1104",604,212-335-4500,http://www.dlapiper.com/en/us/
Dobrowski Larkin & Stafford LLP,"4601 Washington Ave.
Suite 300","Houston, Texas 77007",3,713-659-2900,http://dobrowskillp.com
Dobrusin Law Firm,29 W Lawrence St Stuite 210,"Pontiac, Michigan 48342",8,248-283-4972,http://patentco.com
"do Campo & Thornton, P.A.","150 S.E. Second Avenue, Suite 602","Miami, Florida 33131",,305-358-6600,https://www.dandtlaw.com/
"Dodson & Hooks, APLC",112 Founders Drive,"Baton Rouge, Louisiana 70810",,225-756-0222,https://www.dodsonhooks.com/
"Doerner Saunders Daniel & Anderson, LLP","Two West Second Street, Suite 700","Tulsa, Oklahoma 74103-3117",27,918-582-1211,http://www.dsda.com/
"Doerr & Knudson, P.A.",212 W 1st Street,"Portales, New Mexico 88130",,575-359-1289,https://doerrandknudsonpa.com/
Dogan & Wilkinson PLLC,734 Delmas Avenue,"Pascagoula, Mississippi 39568-1618",11,228-762-2272,http://www.doganwilkinson.com/oldsite/#files/home
"Doherty, Dugan, Cannon, Raymond & Weil, P.C",124 Grove St. Ste. 220,"Franklin, Massachusetts 02038",6,508-541-3000,http://ddcrwlaw.com
Doherty & Progar LLC,"200 West Adams Street
Suite 2220","Chicago, Illinois 60606-5231",2,312-630-9630,http://doherty-progar.com
Doherty Wallace Pillsbury & Murphy PC,"One Monarch Place, 1414 Main Street, Suite 1900","Springfield, Massachusetts 01144-1900",13,413-733-3111,http://www.dwpm.com/
"Doherty, Wallace, Pillsbury & Murphy P.C.",One Monarch Place Suite 1900,"Springfield, Massachusetts 01144",,413-733-3111,https://dwpm.com/
Dolan & Dolan PA,53 Spring Street One Legal Lane,"Newton, New Jersey 07860",6,973-315-7902,http://dolanlaw.com
Dolan Law Firm PC,1438 Market Street,"San Francisco, California 94102",6,866-934-6213,https://dolanlawfirm.com/
Doll Amir & Eley LLP,"725 S. Figueroa Street, Suite 3275","Los Angeles, California 90017",10,213-542-3380,http://dollamir.com
Domengeaux Wright Roy & Edwards LLC,"556 Jefferson Street
Suite 500","Lafayette, Louisiana 70501",7,337-291-4878,https://wrightroy.com/
Domer Law SC,3970 North Oakland Avenue Suite 201,"Milwaukee, Wisconsin 53211",,414-967-5656,https://www.domerlaw.com/
Domingo Elias & Vu APLC,626 Wilshire Blvd Ste 1170,"Los Angeles, California 90017",4,213-797-5665,http://devlawllp.net
"Dominick Feld Hyde, PC",1130 22nd Street South Ridge Park Suite 4000,"Birmingham, Alabama 35205",13,205-536-8888,http://dfhlaw.com/
"Don A. Eilbott, Attorney, PLC",P.O. Box 23870,"Little Rock,, Arkansas 72221",,501-225-2885,https://www.eilbottlaw.com/
,,,,,
Donahue Fitzgerald LLP,"1999 Harrison Street, 26th Floor","Oakland, California 94612",22,510-451-3300,http://donahue.com/
"Donahue, Tucker & Ciandella, PLLC",16 Windsor Lane,"Exeter, New Hampshire 03833",12,603-778-0686,http://dtclawyers.com/
"Donald A. DiGioia Law Group, PA",1299 US-22,"Mountainside, New Jersey 7092",,908-789-9000,http://www.certifiedtriallawyers.com/
"Donald & Estep, LLC","Suite 903, 61 St. Joseph Street","Mobile, Alabama 36602",,251-378-3030,http://www.donaldestep.com/
Donaldson Callif Perez LLP,"9942 Culver Boulevard, #352","Culver City, California 90232",4,310-277-8394,https://donaldsoncallifperez.com/
Donati Law PLLC,1545 Union Avenue,"Memphis, Tennessee 38104",3,901-209-5500,https://www.donatilaw.com/
Donato Brown Pool & Moehlmann PLLC,3200 Southwest Freeway Suite 2300,"Houston, Texas 77027",14,713-877-1112,https://www.donatobrown.com/
Doniger Burroughs,"Doniger / Burroughs Building
603 Rose Avenue","Venice, California 90291",3,310-590-1820,http://donigerlawfirm.com/
Donna Jones Law,4458 Tivoli St,"San Diego, California 92107",,,https://donnajoneslaw.com/
Donna Law Firm PC,"7601 France Avenue South, Suite 350","Minneapolis, Minnesota 55435",,952-562-2460,http://donnalaw.com
"Donna Law Firm, P.C.","7601 France Avenue South, Suite 350","Minneapolis, Minnesota 55435",,952-562-2460,https://donnalaw.com/
Donnelly Conroy & Gelhaar LLP,"260 Franklin Street, Suite 1600","Boston, Massachusetts 02110",8,617-720-2880,http://dcglaw.com
Donnelly Law LLC,1100 Jorie Boulevard Suite 255,"Oak Brook, Illinois 60523",,630-608-2124,https://www.donnellylawllc.com/
Donnelly Minter & Kelly LLC,"163 Madison Avenue, Suite 320","Morristown, New Jersey 07960",,973-200-6400,http://dmklawgroup.com
"Donohue Brown Mathewson & Smyth, LC",140 South Dearborn Street Suite 800,"Chicago, Illinois 60603",12,312-422-0900,http://www.dbmslaw.com/
Donohue O'Connell & Riley PLLC,11 Oakland Avenue,"Warwick, New York 10990",2,845-986-9596,http://dn-legal.com
Donovan Hatem LLP,"53 State Street, 8th Floor","Boston, Massachusetts 02109",10,617-406-4500,http://www.donovanhatem.com/
Donovan O Connor & Dodig LLP,1330 Mass MoCA Way,"North Adams, Massachusetts 01247-0124",6,413-358-4652,http://www.docatty.com/
Dontzin Nagy & Fleissig LLP,980 Madison Avenue,"New York, New York 10075",6,212-717-2900,http://dnfllp.com
Dooley Gembala,5455 Detroit Rd,"Sheffield Village, Ohio 44054",7,440-930-4001,http://omdplaw.com
Dopf PC,"112 West 34th Street, Suite 1555","New York, New York 10120",12,212-244-9090,http://dopfnyc.com
Dorf Nelson & Zauderer LLP,"The International
Corporate Center
555 Theodore Fremd Avenue","Rye, New York 10580",20,914-381-7600,http://dorflaw.com
Dority & Manning PA,"75 Beattie Place, Suite 1100","Greenville, South Carolina 29601",22,864-271-1592,http://www.dority-manning.com/
Dornan Troia Howard Breitkreutz Dahlquist & Klein PC LLO,1403 Farnam St #232,"Omaha, Nebraska 68102",6,402-884-7044,http://dltlawyers.com
Dorsett Johnson & Cisneros,"3503 Wild Cherry Drive, Building 6","Austin, Texas 78738",8,512-600-4365,http://dorsettjohnson.com
Dorsey & Whitney LLP,"50 South Sixth Street, Suite 1500","Minneapolis, Minnesota 55402-1498",298,612-340-2600,http://www.dorsey.com/
Doster Nations Ullom & Boyle LLC,"16150 Main Circle Drive, Suite 250","Chesterfield, Missouri 63017",6,636-532-0042,https://dubllc.com/
Dougherty Molenda Solfest Hills & Bauer PA,"14985 Glazier Avenue
Suite 525","Apple Valley, Minnesota 55124",10,952-432-3136,http://www.dmshb.com
Douglas F. Behm,3030 North Third Street Suite 905,"Phoenix, Arizona 85012",,602-332-4420,https://behmlaw.com/
Douglas Haun & Heideman PC,103 E. Broadway,"Bolivar, Missouri 65613",4,417-326-5261,https://www.dhhlawfirm.com/
Dowd Bennett LLP,"7676 Forsyth Blvd.
Suite 1900","St. Louis, Missouri 63105",27,314-889-7300,http://www.dowdbennett.com
Dowd Bloch Bennett Cervone Auerbach & Yokich,"8 South Michigan Avenue
19th Floor","Chicago, Illinois 60603",13,312-372-1361,https://laboradvocates.com/
Downey Brand,"621 Capitol Mall, 18th Floor","Sacramento, California 95814",49,916-444-1000,http://www.downeybrand.com/
Downey Brand LLP,18th Floor,"Sacramento, California 95814",,916-444-1000,https://www.downeybrand.com/
Downey & Cleveland LLP,288 Washington Avenue,"Marietta, Georgia 30060-3006",11,770-422-3233,http://downeycleveland.com/
Downey Law LLC,"155 Federal Street, Suite 300","Boston, Massachusetts 02110",,617-444-9811,https://downeylawllc.com/
Downey & Lenkov LLC,"30 North LaSalle Street
Suite 3600","Chicago, Illinois 60602",15,312-377-1501,https://www.dl-firm.com/
"Downs Rachlin Martin, PLLC",90 Prospect Street,"St. Johnsbury, Vermont 05819-0099",35,802-748-8324,http://www.drm.com/
"Downs & Stanford, PC","2001 Bryan Street, Suite 4000","Dallas, Texas 75201",14,214-748-7900,http://downsstanford.com/
Doyle Law Firm,"6710 Stewart Road, Suite 300","Galveston, Texas 77551",2,409-744-9783,http://www.doylelawfirm.net/
Doyle Restrepo Harvin & Robbins LLP,440 Louisiana Suite 2300,"Houston, Texas 77002",6,713-228-5100,http://drhrlaw.com
Doyle Schafer McMahon LLP,5440 Trabuco Road,"Irvine, California 92620",6,949-727-7077,http://dsmllp.com
Dozier Miller Law Group,"525 N. Tryon St.
Suite 210","Charlotte, North Carolina 28202",10,704-372-6373,http://doziermillerlaw.com/
Drake Loeb PLLC,"555 Hudson Valley Avenue, Suite 100","New Windsor, New York 12553",11,845-561-0550,http://www.drakeloeb.com/
Dressler & Peters LLC,"70 W. Hubbard St., Suite 200","Chicago, Illinois 60654",7,312-602-7360,http://dresslerpeters.com
Drew Eckl & Farnham LLP,"303 Peachtree Street NE
Suite 3500","Atlanta, Georgia 30308",45,404-885-1400,http://www.deflaw.com/
"Drew Law Firm, P.C.",535 40th Street,"Des Moines, Iowa 50312",,515-323-5640,https://drewlawfirm.com/
Drewry Simmons Vornehm LLP,"Carmel City Center
736 Hanover Place
Suite 200","Carmel, Indiana 46032",13,317-580-4848,http://dsvlaw.com
Driggers Schultz & Herbst,2600 West Big Beaver Road Suite 550,"Troy, Michigan 48084",7,248-649-6000,http://www.driggersschultz.com/
Driver McAfee Hawthorne & Diebenow PLLC,"Wells Fargo Center, One Independent Dr., Suite 1200","Jacksonville, Florida 32202",17,904-301-1269,http://www.drivermcafee.com/
Drooz Legal,"1910 West Sunset Blvd., Suite #740","Los Angeles, California 90026",,323-900-0931,https://www.droozlegal.com/
Drose Law Firm,"4900 O’Hear Ave, Floor 100","North Charleston, South Carolina 29405",,843-767-8888,https://www.droselaw.com/
Drummond & Drummond LLP,1 Monument Way,"Portland, Maine 04101",6,207-774-0317,http://ddlaw.com
Drummond Woodsum,"84 Marginal Way, Suite 600","Portland, Maine 04101",54,207-772-1941,http://www.dwmlaw.com/
DSR Health Law,"500 Capitol Mall, Suite 2260","Sacramento, California 95814",4,916-840-5600,http://dsrhealthlaw.com
DTO Law,"601 S. Figueroa Street, Suite 2130","Los Angeles, California 90017",7,213-335-6999,http://dtolaw.com
Duane Morris LLP,30 South 17th Street,"Philadelphia, Pennsylvania 19103-4196",428,215-979-1000,http://www.duanemorris.com/
DuBois Bryant Campbell,"303 Colorado, Suite 2300","Austin, Texas 78701",30,512-457-8000,http://dbcllp.com/
Ducharme Resolutions PLLC,20 Market Street Suite 206,"Manchester, New Hampshire 03101",,603-935-7292,https://ducharmeresolutions.com/
Duckor Metzger & Wynn APLC,"101 West Broadway, Suite 1700","San Diego, California 92101",8,619-209-3000,https://dmwplc.com/
Dudnick Detwiler Rivin & Stikker LLP,"351 California Street,  15th Floor","San Francisco, California 94104-9410",8,415-982-1400,http://ddrs.com
Dufford Waldeck,"744 Horizon Court, Suite #300","Grand Junction, Colorado 81506",10,970-241-5500,http://dwmk.com
Duffy Kekel LLP,"900 SW Fifth Avenue
Suite 2500","Portland, Oregon 97204",6,503-226-1371,http://duffykekel.com
"Duffy & Sweeney, Ltd.","321 South Main Street, Suite 400","Providence, Rhode Island 02903-7109",8,401-455-0700,http://duffysweeney.com
Dugan Brinkmann Maginnis & Pace,"9 Presidential Boulevard
Suite 100","Bala Cynwyd, Pennsylvania 19004",4,215-563-3500,http://dbmplaw.com
Duggan Bertsch LLC,"303 West Madison, 10th floor","Chicago, Illinois 60606",17,312-263-8600,http://dugganbertsch.com
"Duggins Wren Mann & Romero, LLP","600 Congress Avenue, Suite 1900","Austin, Texas 78701",21,512-744-9300,http://www.dwmrlaw.com
Dughi Hewit & Domalewski PC,340 North Ave.,"Cranford, New Jersey 07016",17,908-272-0200,http://www.dughihewit.com
"Duke Holzman Photiadis & Gresens, LLP","701 Seneca Street, Suite 750","Buffalo, New York 14210-1421",13,716-855-1111,http://www.dhpglaw.com/
"Dummit, Buchholz & Trapp",11755 Wilshire Boulevard 15th Floor,"Los Angeles, California 90025",8,310-479-0944,http://www.dbt.law/
"Dunay, Miskel and Backman, LLP",14 Southeast 4th Street Suite 36,"Boca Raton, Florida 33432",,561-405-3300,http://www.dmbblaw.com/
Dunbar Davis PLLC,"324 Jackson Ave. East, Suite A","Oxford, Mississippi 38655",,662-281-0001,https://www.dunbardavis.com/
Duncan & Allen,"1730 Rhode Island Ave, NW, Suite 700","Washington, District of Columbia 20036",5,202-289-8400,http://www.duncanallen.com/
Duncan Cassio Lucchesi Binkley & Van Doren Professional Corporation,"7112 North Fresno Street, Suite 300","Fresno, California 93720",6,559-449-2558,https://dclbv.com/
Duncan Galloway Greenwald PLLC,9625 Ormsby Station Rd.,"Louisville, Kentucky 40223",3,502-614-6970,https://www.dgg-law.com/
Duncan Weinberg Genzer & Pembroke PC,"1667 K Street, N.W.
Suite 700","Washington, District of Columbia 20006",9,202-467-6370,http://www.dwgp.com/
Dunham & Jones,1800 Guadalupe Street,"Austin, Texas 78701",32,512-777-7777,http://www.dunhamlaw.com/
Dunkiel Saunders Elliot Raubvogel Hand,91 College St PO Box 545,"Burlington, Vermont 05402-0545",5,802-860-1003,http://dunkielsaunders.com
Dunlap Bennett & Ludwig PLLC,211 Church St SE,"Leesburg, Virginia 20175",28,703-777-7319,http://dbllawyers.com
Dunlap Codding PC,"The Film Row District
609 W. Sheridan Avenue","Oklahoma City, Oklahoma 73102",4,405-607-8600,http://dunlapcodding.com
Dunlap & Moran PA,"22 S. Links Avenue, Suite 300","Sarasota, Florida 34236",6,941-366-0115,http://dunlapmoran.com
Dunlap Seeger,"30 Third Street SE, Suite 400","Rochester, Minnesota 55904",8,507-288-9111,http://www.dunlaplaw.com
Dunlap & Shipman PA,"2065 Thomasville Road

Suite 102","Tallahassee, Florida 32308",13,850-385-5000,https://www.dunlapandshipman.com/
Dunn & Black PS,"800 Fifth Avenue
Suite 4100","Seattle, Washington 98104",6,206-447-1473,https://www.dunnandblack.com/
Dunn Carney LLP,"851 SW Sixth Avenue
Suite 1500","Portland, Oregon 97204",27,503-224-6440,http://www.dunncarney.com/
Dunn DeSantis Walt & Kendrick LLP,"4742 North 24th Street, Suite 300","Phoenix, Arizona 85016",17,602-842-2566,http://ddwklaw.com
"Dunnington, Bartholow & Miller, LLP",250 Park Avenue,"New York, New York 10177",11,212-682-8811,http://dunnington.com/
"Dunn Lambert, LLC","15 E Midland Avenue, Suite 3D","Paramus, New Jersey 07652",,551-202-2280,https://www.njbizlawyer.com/
Dunn Law Offices,9400 Holly Ave NE Building #4,"Albuquerque, New Mexico 87122",,505-896-3650,https://dunnlawnm.com/
"Dunwody White & Landon, P.A.","550 Biltmore Way, Suite 810","Coral Gables, Florida 33134",10,305-529-1500,http://www.dwl-law.com/wp
Durbin Larimore & Bialick PC,920 North Harvey Avenue,"Oklahoma City, Oklahoma 73102",10,405-235-9584,http://www.dlb.net/
"Dureska & Moore, LLC","4518 Fulton Dr. NW, Suite 200","Canton, Ohio 44718",,234-209-9169,https://www.dkmiplaw.com/
"Durham Bray Law Firm, P.C.",2560 Trade Center Dr,"Evans, Georgia 30809",,706-738-7111,https://www.durhambraylaw.com/
Durham Pittard & Spalding LLP,2223 W. Jefferson Blvd.,"Dallas, Texas 75208",9,214-946-8000,http://dpslawgroup.com
"Durham, Pittard & Spalding, L.L.P.",2223 W. Jefferson Blvd.,"Dallas, Texas 75208",,214-946-8000,https://dpslawgroup.com/
Durrette Arkema Gerson & Gill PC,"Bank Of America Center, 1111 East Main Street, 16th Floor","Richmond, Virginia 23219",8,804-775-6900,https://www.dagglaw.com/
Dutton Daniels Hines Kalkhoff Cook & Swanson PLC,"1205 Technology Parkway
Cedar Falls, Iowa 50613","Cedar Falls, Iowa 50613",8,319-260-4471,https://www.duttonfirm.com/
Dutton Law Group PA,"4921 Memorial Hwy, Ste 110","Tampa, Florida 33634",3,813-247-2222,http://duttonlawgroup.com/
Dvorak Law Group LLC,"9500 W. Dodge Rd., Ste. 100","Omaha, Nebraska 68114",18,402-934-4777,http://dvoraklawgroup.com
"Dworken & Bernstein Co., LPA",60 South Park Place,"Painesville, Ohio 44077",16,844-716-0930,http://dworkenlaw.com/
Dwyer Cambre & Suffern APLC,"3000 West Esplanade Avenue, Suite 200","Metairie, Louisiana 70002-7000",5,,http://dwyercambre.com
